,DR.NUMBER,DATE.REPORTED,DATE.OCCURRED,H,M,AREA.ID,AREA.NAME,REPORTING.DISTRICT,CRIME.CODE,CRIME.CODE.DESCRIPTION,MO.CODES,VICTIM.AGE,VICTIM.SEX,VICTIM.DESCENT,PREMISE.CODE,PREMISE.DESCRIPTION,WEAPON.USED.CODE,WEAPON.DESCRIPTION,STATUS.CODE,STATUS.DESCRIPTION,CRIME.CODE.1,CRIME.CODE.2,CRIME.CODE.3,CRIME.CODE.4,ADDRESS,CROSS.STREET,LOCATION,LATITUDE,LONGITUDE,geometry,index_right,CT10,GEOID10,LABEL,OBJECTID,Shape_STAr,Shape_STLe,X_Center,Y_Center,date_occ_year,date_occ_month,date_occ_day,crime_type,crime_premise,crime_weapon,newdate
2202,160328203,12/29/16,12/29/16,2,5,3,Southwest,393,210,ROBBERY,0342 1822 1218 0416 0429 0417 0344,61,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,CRENSHAW                     BL,VERNON                       AV,"(34.0036, -118.3319)",34.0036,-118.3319,POINT (-118.3319 34.0036),660,234502,6037234502,2345.02,662,5864850.865,11665.44604,6463336,1823220,2016,12,29,ROBBERY,STREET,STRONG-ARM,2016 12
2203,170304090,1/1/17,1/1/17,4,0,3,Southwest,393,624,BATTERY - SIMPLE ASSAULT,1218 0913 0417 2004 0216,19,F,B,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,CRENSHAW                     BL,VERNON                       AV,"(34.0036, -118.3319)",34.0036,-118.3319,POINT (-118.3319 34.0036),660,234502,6037234502,2345.02,662,5864850.865,11665.44604,6463336,1823220,2017,1,1,SIMPLE ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2017 01
2204,160401379,12/30/16,12/30/16,1,40,4,Hollenbeck,448,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1310 0913 1218 0416 0400 0329 0305 1402 0443,38,F,H,101,STREET,312,PIPE/METAL PIPE,AO,Adult Other,230,998,NA,NA,2700    LANCASTER                    AV,,"(34.0579, -118.1968)",34.0579,-118.1968,POINT (-118.1968 34.0579),1189,203100,6037203100,2031,1191,7076573.73,11835.71146,6502156,1843940,2016,12,30,AGGRAVATED ASSAULT,STREET,PIPE,2016 12
2205,161601481,12/30/16,12/30/16,15,50,16,Foothill,1612,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0445 2004 1218 0913 0337 0334 0429 0342 1414,57,M,B,102,SIDEWALK,308,STICK,IC,Invest Cont,230,NA,NA,NA,NORRIS,MERCER,"(34.2719, -118.4178)",34.2719,-118.4178,POINT (-118.4178 34.2719),1358,104320,6037104320,1043.2,1360,13046427.28,14607.55492,6434705,1922046,2016,12,30,AGGRAVATED ASSAULT,SIDEWALK,STICK,2016 12
2206,171611404,6/29/17,6/25/17,12,0,16,Foothill,1612,310,BURGLARY,0344 1218 0397,38,M,H,221,PUBLIC STORAGE,NA,,IC,Invest Cont,310,NA,NA,NA,13300    PAXTON                       ST,,"(34.2765, -118.4224)",34.2765,-118.4224,POINT (-118.4224 34.2765),1358,104320,6037104320,1043.2,1360,13046427.28,14607.55492,6434705,1922046,2017,6,25,OTHERS,OTHERS,OTHERS,2017 06
2207,170404006,12/31/16,12/31/16,20,25,4,Hollenbeck,463,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1402 0445 1218,48,M,H,101,STREET,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,230,998,NA,NA,CUMMIN,4TH                          ST,"(34.0462, -118.2153)",34.0462,-118.2153,POINT (-118.2153 34.0462),1193,204410,6037204410,2044.1,1195,3195518.342,7602.195732,6496454,1839261,2016,12,31,AGGRAVATED ASSAULT,STREET,OTHERS,2016 12
2208,170410205,5/18/17,5/18/17,17,15,4,Hollenbeck,463,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 0334 1218 0913 0445 0417,50,M,H,101,STREET,204,FOLDING KNIFE,IC,Invest Cont,230,NA,NA,NA,4TH                          ST,CHICAGO                      ST,"(34.0462, -118.2153)",34.0462,-118.2153,POINT (-118.2153 34.0462),1193,204410,6037204410,2044.1,1195,3195518.342,7602.195732,6496454,1839261,2017,5,18,AGGRAVATED ASSAULT,STREET,KNIFE,2017 05
2209,171804262,1/2/17,1/2/17,16,0,18,Southeast,1851,624,BATTERY - SIMPLE ASSAULT,0356 0429 2004 1218 0913 1817,55,F,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,NA,NA,NA,13100 S  FIGUEROA                     ST,,"(33.9133, -118.2827)",33.9133,-118.2827,POINT (-118.2827 33.9133),827,291120,6037291120,2911.2,829,7547776.334,10981.35618,6474609,1790770,2017,1,2,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2017 01
2210,171811214,5/9/17,5/9/17,15,45,18,Southeast,1851,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0371 1822 1218 0400 0447 0416,50,M,H,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,230,NA,NA,NA,AVALON                       BL,94TH                         ST,"(33.9128, -118.2869)",33.9128,-118.2869,POINT (-118.2869 33.9128),827,291120,6037291120,2911.2,829,7547776.334,10981.35618,6474609,1790770,2017,5,9,AGGRAVATED ASSAULT,STREET,OTHERS,2017 05
2211,171817518,8/24/17,8/24/17,22,30,18,Southeast,1851,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2000 1243 1218 0400 0416 0449 1202 2004 1813,60,M,B,122,"VEHICLE, PASSENGER/TRUCK",207,OTHER KNIFE,AO,Adult Other,236,NA,NA,NA,135TH                        ST,HOOVER                       ST,"(33.9092, -118.2872)",33.9092,-118.2872,POINT (-118.2872 33.9092),827,291120,6037291120,2911.2,829,7547776.334,10981.35618,6474609,1790770,2017,8,24,AGGRAVATED ASSAULT,OTHERS,KNIFE,2017 08
2212,171904113,1/3/17,1/3/17,13,5,19,Mission,1961,210,ROBBERY,0906 0444 0429 1317 0330 1218 1004 0916,25,M,W,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,210,NA,NA,NA,9100    SEPULVEDA                    BL,,"(34.2427, -118.4702)",34.2427,-118.4702,POINT (-118.4702 34.2427),321,117201,6037117201,1172.01,322,8500097.084,13682.06595,6419595,1911027,2017,1,3,ROBBERY,PARKING LOT,STRONG-ARM,2017 01
2213,171906002,2/7/17,2/7/17,22,30,19,Mission,1961,210,ROBBERY,0417 0429 0305 1017 0416 0344 1218,22,M,H,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,SEPULVEDA,PLUMMER,"(34.2428, -118.4675)",34.2428,-118.4675,POINT (-118.4675 34.2428),321,117201,6037117201,1172.01,322,8500097.084,13682.06595,6419595,1911027,2017,2,7,ROBBERY,PARKING LOT,STRONG-ARM,2017 02
2214,171911542,5/13/17,5/11/17,1,0,19,Mission,1961,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0429 2004 1218 2000 0444,50,F,H,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,NA,NA,NA,9300    SEPULVEDA                    BL,,"(34.2427, -118.4702)",34.2427,-118.4702,POINT (-118.4702 34.2427),321,117201,6037117201,1172.01,322,8500097.084,13682.06595,6419595,1911027,2017,5,11,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2017 05
2215,171917091,8/23/17,8/23/17,17,0,19,Mission,1961,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1218 0421,39,F,H,505,MOTEL,511,VERBAL THREAT,IC,Invest Cont,930,NA,NA,NA,9100    SEPULVEDA                    BL,,"(34.2427, -118.4702)",34.2427,-118.4702,POINT (-118.4702 34.2427),321,117201,6037117201,1172.01,322,8500097.084,13682.06595,6419595,1911027,2017,8,23,OTHERS,OTHERS,OTHERS,2017 08
2216,171917293,8/30/17,8/29/17,18,0,19,Mission,1961,210,ROBBERY,2001 0342 1206 1218 0444 0344,44,M,B,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,9200    SEPULVEDA                    BL,,"(34.2427, -118.4702)",34.2427,-118.4702,POINT (-118.4702 34.2427),321,117201,6037117201,1172.01,322,8500097.084,13682.06595,6419595,1911027,2017,8,29,ROBBERY,OTHERS,STRONG-ARM,2017 08
2217,171804336,1/6/17,1/4/17,20,0,18,Southeast,1849,210,ROBBERY,0431 1218 0344,36,F,O,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,210,NA,NA,NA,IMPERIAL,WILMINGTON,"(33.9295, -118.2391)",33.9295,-118.2391,POINT (-118.2391 33.9295),1176,242700,6037242700,2427,1178,10928136.14,14365.65011,6488064,1799309,2017,1,4,ROBBERY,SIDEWALK,OTHERS,2017 01
2218,171806538,2/15/17,1/28/17,20,30,18,Southeast,1837,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1218 0913 0421 0345,56,F,B,101,STREET,511,VERBAL THREAT,IC,Invest Cont,930,NA,NA,NA,1700 E  112TH                        ST,,"(33.933, -118.2434)",33.933,-118.2434,POINT (-118.2434 33.933),1176,242700,6037242700,2427,1178,10928136.14,14365.65011,6488064,1799309,2017,1,28,OTHERS,STREET,OTHERS,2017 01
2219,171806330,2/11/17,2/11/17,23,30,18,Southeast,1837,210,ROBBERY,1218 0344 0429 0416 0417,44,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,1800 E  109TH                        PL,,"(33.9362, -118.2393)",33.9362,-118.2393,POINT (-118.2393 33.9362),1176,242700,6037242700,2427,1178,10928136.14,14365.65011,6488064,1799309,2017,2,11,ROBBERY,SIDEWALK,STRONG-ARM,2017 02
2220,171811822,5/19/17,5/19/17,16,0,18,Southeast,1837,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0400 0416 0342 0446 0906 1218 1816,18,M,B,937,,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,NA,NA,NA,103RD,GRANDEE,"(33.9432, -118.2435)",33.9432,-118.2435,POINT (-118.2435 33.9432),1176,242700,6037242700,2427,1178,10928136.14,14365.65011,6488064,1799309,2017,5,19,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2017 05
2221,171817722,8/29/17,8/29/17,1,30,18,Southeast,1846,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 1206 1820 0416 0913,36,F,B,158,,308,STICK,IC,Invest Cont,230,NA,NA,NA,IMPERIAL,COMPTON,"(33.9295, -118.2462)",33.9295,-118.2462,POINT (-118.2462 33.9295),1176,242700,6037242700,2427,1178,10928136.14,14365.65011,6488064,1799309,2017,8,29,AGGRAVATED ASSAULT,OTHERS,STICK,2017 08
2222,170604235,1/5/17,1/5/17,9,40,6,Hollywood,663,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 0416 0400 0334 0432 2004 1218,57,M,O,101,STREET,102,HAND GUN,AO,Adult Other,230,761,NA,NA,1000 N  MANSFIELD                    AV,,"(34.0889, -118.3404)",34.0889,-118.3404,POINT (-118.3404 34.0889),1447,191901,6037191901,1919.01,1449,8322029.154,11883.43905,6459220,1855556,2017,1,5,AGGRAVATED ASSAULT,STREET,GUN,2017 01
2223,170700525,1/8/17,1/8/17,13,4,7,Wilshire,706,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1414 1402 1218,56,M,B,101,STREET,307,VEHICLE,AA,Adult Arrest,230,998,NA,NA,SYCAMORE                     AV,WILLOUGHBY                   AV,"(34.0871, -118.3428)",34.0871,-118.3428,POINT (-118.3428 34.0871),1447,191901,6037191901,1919.01,1449,8322029.154,11883.43905,6459220,1855556,2017,1,8,AGGRAVATED ASSAULT,STREET,OTHERS,2017 01
2224,170704283,1/8/17,1/8/17,13,4,7,Wilshire,706,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1414 1402 1218,54,M,W,101,STREET,307,VEHICLE,AA,Adult Arrest,230,998,NA,NA,SYCAMORE                     AV,WILLOUGHBY                   AV,"(34.0871, -118.3428)",34.0871,-118.3428,POINT (-118.3428 34.0871),1447,191901,6037191901,1919.01,1449,8322029.154,11883.43905,6459220,1855556,2017,1,8,AGGRAVATED ASSAULT,STREET,OTHERS,2017 01
2225,170704284,1/8/17,1/8/17,13,4,7,Wilshire,706,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1414 1402 1218,21,M,B,101,STREET,307,VEHICLE,AA,Adult Arrest,230,998,NA,NA,SYCAMORE                     AV,WILLOUGHBY                   AV,"(34.0871, -118.3428)",34.0871,-118.3428,POINT (-118.3428 34.0871),1447,191901,6037191901,1919.01,1449,8322029.154,11883.43905,6459220,1855556,2017,1,8,AGGRAVATED ASSAULT,STREET,OTHERS,2017 01
2226,170613044,6/1/17,5/25/17,5,0,6,Hollywood,663,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218,24,M,O,102,SIDEWALK,NA,,IC,Invest Cont,440,NA,NA,NA,ORANGE                       DR,SANTA MONICA,"(34.0907, -118.3416)",34.0907,-118.3416,POINT (-118.3416 34.0907),1447,191901,6037191901,1919.01,1449,8322029.154,11883.43905,6459220,1855556,2017,5,25,THEFT,SIDEWALK,OTHERS,2017 05
2227,170615329,7/9/17,7/9/17,9,45,6,Hollywood,663,624,BATTERY - SIMPLE ASSAULT,0400 0416 0432 0342 1218 1239 2006,24,F,W,710,OTHER PREMISE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,1200 N  HIGHLAND                     AV,,"(34.0926, -118.3386)",34.0926,-118.3386,POINT (-118.3386 34.0926),1447,191901,6037191901,1919.01,1449,8322029.154,11883.43905,6459220,1855556,2017,7,9,SIMPLE ASSAULT,OTHERS,STRONG-ARM,2017 07
2228,171604360,1/5/17,1/5/17,16,40,16,Foothill,1689,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 1822 0334 1414 0416 0445 0429,53,M,W,110,FREEWAY,302,BLUNT INSTRUMENT,IC,Invest Cont,230,NA,NA,NA,8300    SAN FERNANDO                 RD,,"(34.2211, -118.3712)",34.2211,-118.3712,POINT (-118.3712 34.2211),1310,122122,6037122122,1221.22,1312,11112456.49,15331.62325,6448793,1902600,2017,1,5,AGGRAVATED ASSAULT,OTHERS,OTHERS,2017 01
2229,171600580,1/29/17,1/27/17,9,50,16,Foothill,1687,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0913 1218 0334 0445 2004 1402,57,M,H,109,PARK/PLAYGROUND,204,FOLDING KNIFE,AO,Adult Other,230,998,NA,NA,8100    VINELAND                     AV,,"(34.2175, -118.3703)",34.2175,-118.3703,POINT (-118.3703 34.2175),1310,122122,6037122122,1221.22,1312,11112456.49,15331.62325,6448793,1902600,2017,1,27,AGGRAVATED ASSAULT,PARK/PLAYGROUND,KNIFE,2017 01
2230,171607985,4/5/17,4/5/17,22,40,16,Foothill,1687,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0913 0445 0416,20,M,H,102,SIDEWALK,312,PIPE/METAL PIPE,IC,Invest Cont,230,NA,NA,NA,11600    DORA                         ST,,"(34.2225, -118.3764)",34.2225,-118.3764,POINT (-118.3764 34.2225),1310,122122,6037122122,1221.22,1312,11112456.49,15331.62325,6448793,1902600,2017,4,5,AGGRAVATED ASSAULT,SIDEWALK,PIPE,2017 04
2231,171613239,8/18/17,8/18/17,10,30,16,Foothill,1689,110,CRIMINAL HOMICIDE,1402 0416 1409 0913 2004 1218,31,M,H,110,FREEWAY,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,110,998,NA,NA,GOLDEN STATE                 FY,LANKERSHIM                   BL,"(34.2226, -118.3713)",34.2226,-118.3713,POINT (-118.3713 34.2226),1310,122122,6037122122,1221.22,1312,11112456.49,15331.62325,6448793,1902600,2017,8,18,OTHERS,OTHERS,STRONG-ARM,2017 08
2232,170304330,1/6/17,1/6/17,14,35,3,Southwest,311,210,ROBBERY,0429 1414 0416 1822 1218 0370,50,M,B,203,OTHER BUSINESS,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,NA,NA,NA,3300 S  LA CIENEGA                   BL,,"(34.0282, -118.372)",34.0282,-118.372,POINT (-118.372 34.0282),1163,219902,6037219902,2199.02,1165,8619879.871,13294.50822,6449963,1833517,2017,1,6,ROBBERY,OTHERS,STRONG-ARM,2017 01
2233,170904420,1/8/17,1/6/17,13,0,9,Van Nuys,914,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1501 1218,46,F,B,701,HOSPITAL,NA,,IC,Invest Cont,440,NA,NA,NA,15100    VANOWEN                      ST,,"(34.1976, -118.4574)",34.1976,-118.4574,POINT (-118.4574 34.1976),499,127803,6037127803,1278.03,500,6897827.797,10521.7455,6424662,1894571,2017,1,6,THEFT,OTHERS,OTHERS,2017 01
2234,171600515,1/7/17,1/6/17,10,20,16,Foothill,1621,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 2004 0913 0429 0416 0445 1402,41,M,H,102,SIDEWALK,308,STICK,AO,Adult Other,230,998,NA,NA,HOYT,LAUREL CANYON                BL,"(34.2627, -118.4347)",34.2627,-118.4347,POINT (-118.4347 34.2627),1356,104401,6037104401,1044.01,1358,7330831.845,12432.05345,6430927,1919844,2017,1,6,AGGRAVATED ASSAULT,SIDEWALK,STICK,2017 01
2235,170404461,1/11/17,1/8/17,21,30,4,Hollenbeck,415,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 0429 1218,44,M,H,102,SIDEWALK,308,STICK,IC,Invest Cont,230,NA,NA,NA,BROADWAY                     AV,GRIFFIN,"(34.0737, -118.2117)",34.0737,-118.2117,POINT (-118.2117 34.0737),1614,199201,6037199201,1992.01,1616,4253708.586,8935.660564,6497496,1850188,2017,1,8,AGGRAVATED ASSAULT,SIDEWALK,STICK,2017 01
2236,170409860,5/11/17,5/11/17,15,30,4,Hollenbeck,415,624,BATTERY - SIMPLE ASSAULT,0416 0417 2004 1218,64,M,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,NA,NA,NA,2900 N  BROADWAY,,"(34.0762, -118.2119)",34.0762,-118.2119,POINT (-118.2119 34.0762),1614,199201,6037199201,1992.01,1616,4253708.586,8935.660564,6497496,1850188,2017,5,11,SIMPLE ASSAULT,SIDEWALK,STRONG-ARM,2017 05
2237,171104329,1/8/17,1/8/17,22,55,11,Northeast,1141,761,BRANDISH WEAPON,0334 0416 0432 0340 2002 1218,52,M,H,102,SIDEWALK,312,PIPE/METAL PIPE,AO,Adult Other,761,NA,NA,NA,1700 N  VERMONT                      AV,,"(34.1095, -118.2958)",34.1095,-118.2958,POINT (-118.2958 34.1095),1452,189202,6037189202,1892.02,1454,11117954.39,17404.72151,6472142,1863026,2017,1,8,OTHERS,SIDEWALK,PIPE,2017 01
2238,171204533,1/8/17,1/8/17,18,0,12,77th Street,1265,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1501 1218,26,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,IC,Invest Cont,930,NA,NA,NA,8400 S  NORMANDIE                    AV,,"(33.9625, -118.3003)",33.9625,-118.3003,POINT (-118.3003 33.9625),1106,238200,6037238200,2382,1108,11050838.17,13886.11092,6471310,1809231,2017,1,8,OTHERS,DWELLING,OTHERS,2017 01
2239,171206461,2/5/17,2/4/17,11,50,12,77th Street,1265,761,BRANDISH WEAPON,0334 0408 0416 0446 1218 1243 1813 1814 2000 0342,20,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,761,NA,NA,NA,1400 W  80TH                         ST,,"(33.9664, -118.3003)",33.9664,-118.3003,POINT (-118.3003 33.9664),1106,238200,6037238200,2382,1108,11050838.17,13886.11092,6471310,1809231,2017,2,4,OTHERS,STREET,STRONG-ARM,2017 02
2240,171704349,1/8/17,1/8/17,13,0,17,Devonshire,1794,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0416 1218 1206,28,M,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,230,NA,NA,NA,CHASE                        ST,RESEDA                       BL,"(34.2246, -118.5361)",34.2246,-118.5361,POINT (-118.5361 34.2246),362,115404,6037115404,1154.04,363,10260487.5,13012.07457,6398034,1904814,2017,1,8,AGGRAVATED ASSAULT,SIDEWALK,OTHERS,2017 01
2241,171805014,1/19/17,1/8/17,12,0,18,Southeast,1822,121,"RAPE, FORCIBLE",1218 1817 0527,46,F,W,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,NA,NA,NA,10300 S  BROADWAY,,"(33.9428, -118.2781)",33.9428,-118.2781,POINT (-118.2781 33.9428),1133,240500,6037240500,2405,1135,8741368.145,12266.1647,6478060,1803182,2017,1,8,RAPE,OTHERS,STRONG-ARM,2017 01
2242,171805449,1/27/17,1/27/17,3,50,18,Southeast,1822,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0431 1218 1822,26,M,H,102,SIDEWALK,506,FIRE,IC,Invest Cont,230,NA,NA,NA,10200 S  SPRING                       ST,,"(33.9438, -118.2762)",33.9438,-118.2762,POINT (-118.2762 33.9438),1133,240500,6037240500,2405,1135,8741368.145,12266.1647,6478060,1803182,2017,1,27,AGGRAVATED ASSAULT,SIDEWALK,OTHERS,2017 01
2243,171805894,2/3/17,2/2/17,19,0,18,Southeast,1822,121,"RAPE, FORCIBLE",1817 2002 1206 0527 1218 0500 0533 0446,45,F,O,505,MOTEL,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,121,NA,NA,NA,10300 S  BROADWAY,,"(33.9428, -118.2781)",33.9428,-118.2781,POINT (-118.2781 33.9428),1133,240500,6037240500,2405,1135,8741368.145,12266.1647,6478060,1803182,2017,2,2,RAPE,OTHERS,STRONG-ARM,2017 02
2244,171808166,3/17/17,3/17/17,1,50,18,Southeast,1823,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 1218 0913 2004 0334,54,F,B,158,,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,230,NA,NA,NA,WALL                         ST,94TH                         ST,"(33.9511, -118.2717)",33.9511,-118.2717,POINT (-118.2717 33.9511),1133,240500,6037240500,2405,1135,8741368.145,12266.1647,6478060,1803182,2017,3,17,AGGRAVATED ASSAULT,OTHERS,OTHERS,2017 03
2245,170404334,1/9/17,1/9/17,10,25,4,Hollenbeck,428,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1814 1218 0447 0416,47,F,H,101,STREET,212,BOTTLE,AO,Adult Other,230,NA,NA,NA,GAMBIER,EASTERN,"(34.081, -118.178)",34.081,-118.178,POINT (-118.178 34.081),1723,201504,6037201504,2015.04,1725,3964702.872,9633.746301,6509041,1851843,2017,1,9,AGGRAVATED ASSAULT,STREET,OTHERS,2017 01
2246,170504460,1/10/17,1/10/17,13,30,5,Harbor,567,626,INTIMATE PARTNER - SIMPLE ASSAULT,1814 2000 0400 0416 0419 2004 1218,35,F,W,109,PARK/PLAYGROUND,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,NA,NA,NA,8TH                          ST,BEACON                       ST,"(33.7289, -118.2846)",33.7289,-118.2846,POINT (-118.2846 33.7289),37,297120,6037297120,2971.2,38,4768610.338,10234.19549,6474973,1723547,2017,1,10,SIMPLE ASSAULT,PARK/PLAYGROUND,STRONG-ARM,2017 01
2247,170514289,8/10/17,8/8/17,4,30,5,Harbor,557,210,ROBBERY,0344 0377 0449 1218 0202 1261 1817 1268,39,M,W,503,HOTEL,207,OTHER KNIFE,IC,Invest Cont,210,NA,NA,NA,200 S  GAFFEY                       ST,,"(33.7289, -118.2846)",33.7289,-118.2846,POINT (-118.2846 33.7289),37,297120,6037297120,2971.2,38,4768610.338,10234.19549,6474973,1723547,2017,8,8,ROBBERY,OTHERS,KNIFE,2017 08
2248,171304543,1/10/17,1/10/17,13,0,13,Newton,1333,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 1218 0416 0419,36,F,H,222,LAUNDROMAT,200,KNIFE WITH BLADE 6INCHES OR LESS,IC,Invest Cont,230,NA,NA,NA,2800 S  SAN PEDRO                    ST,,"(34.0198, -118.2624)",34.0198,-118.2624,POINT (-118.2624 34.0198),765,226700,6037226700,2267,767,8425204.418,12152.95108,6482231,1828800,2017,1,10,AGGRAVATED ASSAULT,OTHERS,KNIFE,2017 01
2249,171306577,2/11/17,2/11/17,9,0,13,Newton,1343,310,BURGLARY,1601 0344 1218,30,F,H,503,HOTEL,NA,,IC,Invest Cont,310,NA,NA,NA,800 E  JEFFERSON                    BL,,"(34.0146, -118.2634)",34.0146,-118.2634,POINT (-118.2634 34.0146),765,226700,6037226700,2267,767,8425204.418,12152.95108,6482231,1828800,2017,2,11,OTHERS,OTHERS,OTHERS,2017 02
2250,171804654,1/12/17,1/10/17,24,30,18,Southeast,1834,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0554 0421 1218 0913 1202,63,M,B,501,SINGLE FAMILY DWELLING,NA,,IC,Invest Cont,930,NA,NA,NA,107TH,AVALON,"(33.9393, -118.2652)",33.9393,-118.2652,POINT (-118.2652 33.9393),1135,240800,6037240800,2408,1137,6872449.436,13530.58287,6482472,1800575,2017,1,10,OTHERS,DWELLING,OTHERS,2017 01
2251,170704418,1/11/17,1/11/17,12,40,7,Wilshire,765,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0416,39,M,B,101,STREET,212,BOTTLE,AO,Adult Other,230,NA,NA,NA,PICO                         BL,LA BREA                      AV,"(34.0479, -118.3447)",34.0479,-118.3447,POINT (-118.3447 34.0479),1241,217200,6037217200,2172,1243,9892590.729,15006.50802,6457928,1840603,2017,1,11,AGGRAVATED ASSAULT,STREET,OTHERS,2017 01
2252,170713292,7/26/17,7/26/17,8,15,7,Wilshire,765,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1218 0408 1414,42,F,O,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,236,NA,NA,NA,1400 S  HIGHLAND                     AV,,"(34.048, -118.3434)",34.048,-118.3434,POINT (-118.3434 34.048),1241,217200,6037217200,2172,1243,9892590.729,15006.50802,6457928,1840603,2017,7,26,AGGRAVATED ASSAULT,OTHERS,STRONG-ARM,2017 07
